step,reference,input,output
592,-1,-2.06264135924764,-0.9875415723913293
593,-1,-2.068511478603662,-0.9907547714953675
594,-1,-2.072864291539596,-0.9931353293674512
595,-1,-2.076097148494692,-0.9949027446741813
596,-1,-2.078498802931507,-0.9962161409897783
597,-1,-2.0802817086712997,-0.9971914465153067
598,-1,-2.0816047695645876,-0.9979151698735166
599,-1,-2.0825867949173364,-0.9984522571365045
600,1,-1.7989408868444787,-0.9988509956734243
601,1,-0.9867917586495262,-0.7147720520337619
602,1,-0.054959429907006974,-0.2151139037768981
603,1,0.5882041531636699,0.1784663872575255
604,1,0.9603824164049006,0.39617198552950667
605,-1,0.9369623482144442,0.531272505217582
606,-1,0.3427373047826072,0.3604107539311895
607,-1,-0.41634082515778453,-0.044297730071636864
608,-1,-0.9350637367750294,-0.3680473769351291
609,-1,-1.2189220773862823,-0.5370912318479188
610,-1,-1.4143769549802827,-0.6367562703261547
611,-1,-1.583120478191772,-0.7232789468299576
612,-1,-1.719047994741123,-0.798035535586224
613,-1,-1.8163656331041982,-0.8529614023946237
614,-1,-1.8846970548130753,-0.8906855392240355
615,-1,-1.9353395659111954,-0.9180127327164463
616,-1,-1.9739865842704116,-0.9389523339730115
617,-1,-2.002986594056467,-0.9548615079721654
618,-1,-2.0243100527693256,-0.9665916701097661
619,-1,-2.0399981094308677,-0.9751773611730006
620,-1,-2.051661671416139,-0.9815394962510359
621,-1,-2.0603637209976764,-0.9862928551942971
622,-1,-2.066830736271308,-0.9898329499832207
623,-1,-2.0716214265724107,-0.992455680224592
624,-1,-2.075173069737323,-0.9943980665505827
625,-1,-2.077811096269933,-0.9958401750885092
626,-1,-2.0797711196323228,-0.9969120287394125
627,-1,-2.0812261895853807,-0.9977080207436115
628,-1,-2.0823059020757255,-0.9982986446281878
629,-1,-2.0831072822535983,-0.9987369312540095
630,-1,-2.083702268870543,-0.9990623234516661
631,-1,-2.0841440158951308,-0.999303929534035
632,-1,-2.0844719377568817,-0.9994832901331535
633,-1,-2.084715350057178,-0.9996164245547464
